Carimbo de data/hora;NOME, APELIDO, OU NÚMERO (PARA CONTROLE INTERNO);1-	QUAL A SUA IDADE?;2-	QUAL O SEU SEXO?;3-	QUAL A SUA CIDADE E ESTADO?;4-	QUAL A SUA ESCOLARIDADE?;5-	QUAL A SUA PROFISSÃO/OCUPAÇÃO?;6-	VOCÊ PENSA NA FOFOCA COMO UMA COISA: ;7-	QUANDO A FOFOCA É A SEU RESPEITO, VOCÊ ACHA ISSO:;8-	PARA VOCÊ, O QUE É A FOFOCA? (ESCREVA UMA DEFINIÇÃO) ;9-    É POSSÍVEL VIVER SEM FOFOCAR?;10-	VOCÊ FOFOCA: ;11- PARA VOCÊ O QUE É UM(A) FOFOQUEIRO(A)?;12-	VOCÊ SE ACHA FOFOQUEIRO(A)?;13-	VOCÊ ACHA QUE (MORALMENTE) SER FOFOQUEIRO É:;14 - QUEM VOCÊ ACHA QUE FOFOCA MAIS?;15 - EM QUAL IDADE SE FOFOCA MAIS ? (marque no máximo 2);16-	VOCÊ CONHECE PESSOALMENTE UMA PESSOA FOFOQUEIRA?;17- VOCÊ ACHA QUE O QUE SE FALA NA FOFOCA É SEMPRE NEGATIVO?;18-	QUAIS TEMAS VOCÊ ACHA MAIS FREQUENTES NA FOFOCA? (MARQUE TODAS QUE SE APLICAM);19-	QUE TEMA(S) TE INTERESSA(M) MAIS EM UMA FOFOCA?;20- VOCÊ JÁ APRENDEU ALGO QUE PUDESSE USAR PARA A SUA VIDA NUMA FOFOCA? SE SIM, O QUÊ?;21-	VOCÊ CONHECE ALGUM CASO INTERESSANTE DE FOFOCA? GOSTARIA DE CONTÁ-LO RESUMIDAMENTE? (não precisa dar nomes);22-	O QUE VOCÊ ACHA QUE NÃO É ASSUNTO DE FOFOCA?OU O QUE NÃO É FOFOCA?;23-	ONDE AS PESSOAS FOFOCAM MAIS (em que lugares ou situações)?;24- MARQUE AS OPÇÕES QUE VOCÊ ACHA RELACIONADAS À FOFOCA: (quantas quiser);25-	VOCÊ CONHECE ALGUMA FOFOCA QUE AJUDOU ALGUÉM?;26-	VOCÊ CONHECE ALGUMA FOFOCA QUE PREJUDICOU ALGUÉM? ;27-	VOCÊ JÁ FOI PREJUDICADO(A) POR UMA FOFOCA NEGATIVA? ;28- VOCÊ JÁ PREJUDICOU ALGUÉM COM UMA FOFOCA NEGATIVA?;29- O QUE VOCÊ SENTE QUANDO FAZ (CONTA) UMA FOFOCA?;30- O QUE VOCÊ SENTE QUANDO OUVE UMA FOFOCA?;31-	O QUE VOCÊ FAZ OU SENTE QUANDO CHEGA ATÉ VOCÊ FOFOCA SOBRE UMA PESSOA QUE É SUA AMIGA OU PARENTE QUERIDO?;32- VOCÊ ACHA QUE TAMBÉM SE PODE FOFOCAR POR ESCRITO OU PELA INTERNET? SE SIM, COMO ACHA QUE MAIS SE FOFOCA HOJE EM DIA (PELA FALA PRESENCIAL OU PELA INTERNET)?;33-	 CONHECE ALGUM TERMO DIFERENTE, CURIOSO OU REGIONAL PARA DIZER “FOFOCA” OU “FOFOQUEIRO” QUE NÃO TENHA SIDO MENCIONADO AQUI? SE SIM, QUAL (QUAIS)?
11/9/2019 21:00:03;025;19;FEMININO;NITERÓI - RJ;ENSINO MÉDIO;ESTUDANTE;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;PESSOALMENTE, CREIO QUE O ATO DE FALAR NEGATIVAMENTE DE ALGUÉM OU PROPAGAR INFORMNAÇÕES QUE NÃO PODEM SER CHECADAS OU SIGILOSAS. ;SIM;MEDIANAMENTE;EU SOU MAIS CURIOSA/ABELHUDA QUE FOFOQUEIRA. ;SIM;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, IDOSOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, NOTÍCIAS VARIADAS;ABSOLUTAMENTE TODOS, MENOS OS QUE FALAM DESTRUTIVAMENTE DE  OUTROS.;SIM. COISAS DA VIDA, OPORTUNIDADE DE ESTÁGIO. ;MUITOS;IGNORO QUE O PROTAGONISTA PERMITE CONTAR. ;ACHO QUE DEPENDE (MAS A INTERNET EXERCE UM PAPEL ESSENCIAL);MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, AFRONTA, INTIMIDADE, COMPADRIO, TRAIÇÃO, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, AMIZADE, INIMIZADE, COMPETIÇÃO, ESCONDIDO, MALÍCIA, NOVIDADE, MALDADE, FUXICO, ZOAÇÃO, COXIXO;SIM;SIM;NÃO;NÃO;ARREPENDIDO;SATISFAÇÃO;DEPENDE DO TEOR, MAS TENTO DEFENDER E ALERTAR A PESSOA DA FOFOCA E O QUE CONTA. ;SIM, FALA PRESENCIAL, INTERNET;SIM, FOFOQUINHA BRABA
11/9/2019 21:07:52;026;22;MASCULINO;SÃO GONÇALO - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;REPASSE INFORMAL DE INFORMAÇÕES SOBRE DETERMINADOS INDIVÍDUOS DENTRO DE UM CÍRCULO SOCIAL.;NÃO;POUCO;UMA PESSOA QUE FALA BASTANTE SOBRE TERCEIROS EM SEUS CÍRCULOS SOCIAIS. ;NÃO;NORMAL;MULHERES;ADOLESCENTES, ADULTOS;NÃO;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, NOTÍCIAS VARIADAS;STF, FLAMENGO, PROFESSORES E DEPARTAMENTOS.;NÃO;NÃO;VIDA ÍNTIMA DE INDIVÍDUOS NÃO DEVERIAM SER ASSUNTO DE FOFOCA.;ESCOLAS, IGREJAS, SALÕES DE CABELEIREIRO, UBER;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, CONFUSÃO, TRAIÇÃO, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, AMIZADE, INIMIZADE, COMPETIÇÃO, MALÍCIA, MALDADE, DIVERSÃO, FAKE NEWS, CONVERSA, ZOAÇÃO;NÃO;NÃO;NÃO;NÃO;NORMAL;NORMAL;ANALISO E PROCURO SABER SE É VERÍDICO.;SIM, INTERNET;NÃO
11/9/2019 21:12:24;027;18;FEMININO;SÃO GONÇALO - RJ;ENSINO MÉDIO;ESTUDANTE;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;FALAR DE ALGUÉM SEM O CONHECIMENTO DESSE. ;NÃO SEI;MEDIANAMENTE;PESSOAS QUE NÃO CONSEGUEM GUARDAR INFORMAÇÕES;SIM;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, IDOSOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS;AQUELES QUE TEM REFERÊNCIA COM MINHA VIDA;SIM, ATITUDES PARA EVOLUIR ESPIRITUALMENTE.;SIM;INFORMAÇÕES QUE A PESSOA QUE PROTAGONIZA A FOFOCA PERMITE CONTAR.;NAS REDES SOCIAIS.;MENTIRA, BOATO, INVEJA, DISCRIÇÃO, IMPLICÂNCIA, VINGANÇA, SEGREDO, AFRONTA, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, SUSSURRO, AMIZADE, INIMIZADE, COMPETIÇÃO, ESCONDIDO, TAGARELA, MALÍCIA, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, CONVERSA, ZOAÇÃO, COXIXO;SIM;SIM;NÃO;NÃO;PESO NA CONCIÊNCIA;SURPRESA;DEPENDE DO TEOR DA FOFOCA. ALGO NEGATIVO, PREOCUPAÇÃO. ;INTERNET;SIM, BABADO
11/9/2019 21:22:21;028;20;MASCULINO;NITERÓI - RJ;ENSINO SUPERIOR;ESTUDANTE;BOA;BOM;A FOFOCA É O DIÁLOGO ACERCA DE QUESTÕES (NORMALMENTE NEGATIVAS) INERENTES A ALGUÉM. ;NÃO;MEDIANAMENTE;UMA PESSOA QUE PÕE EM XEQUE A IMAGEM DE OUTRA DIANTE DA SOCIEDADE. ;NÃO;BOM;MULHERES;ADOLESCENTES, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;FLAMENGO, PROFESSORES.;SIM. APRENDI A NÃO ME ABRIR COM AS PESSOAS. ;NÃO;NADA. TODOS OS ASSUNTOS PODEM SER FOFOCADOS.;NÚCLEO FAMILIAR, IGRAJAS, CÍRCULO DE AMIGOS. ;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, INTIMIDADE, TRAIÇÃO, INIMIZADE, CONTROLE, ESCONDIDO, CENSURA, TAGARELA, MALÍCIA, MALDADE, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, OCULTAÇÃO;SIM;SIM;SIM;SIM;SINTO-ME BEM APESAR DE ALGUNS EFEITOS NEGATIVOS.;EU ME SINTO FELIZ, POIS SÓ FOFOCO VERDADES. ;EU BUSCO DESCOBRIR A VERDADE ACERCA DAQUELA INFORMAÇÃO.;SIM, INTERNET;SIM, FAMOSO TELEFONE SEM FIO.
11/9/2019 22:22:23;029;23;MASCULINO;NITERÓI - RJ;ENSINO MÉDIO;ESTUDANTE;RUIM/NEGATIVA;RUIM;É O ATO DE CONTAR A ALGUMA PESSOA, ALGO SOBRE OUTRA, GERALMENTE SEM CONHECIMENTO DESSA ÚLTIMA. ;NÃO;MEDIANAMENTE;É ALGUÉM QUE PRODUZ OU REPRODUZ COMENTÁRIOS SOBRE UM OUTRO ALGUÉM OU ALGUMA COISA.;SIM;NORMAL;DEPENDE DA SITUAÇÃO;ADOLESCENTES;SIM, MUITAS;NÃO;JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;VIDA ALHEIA, HISTÓRIAS INTERESSANTES.;SIM.NA VERDADE PODE-SE APRENDER MUITO, PRINCIPALMENTE SOBRE COMO AS PESSOAS JULGAM AS OUTRAS.;NÃO;ACHO QUE A POLÍTICA. A DESINFORMAÇÃO É MUITO FREQUENTE EM NOSSA SOCIEDADE. PODE GERAR ERROS DE JULGAMENTO. ;ESCOLAS, UNIVERSIDADES E LOCAIS PÚBLICOS COMO LOJAS.;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, IRONIA, TRAIÇÃO, CUMPLICIDADE, AMIZADE, CONTROLE, CENSURA, MALÍCIA, DIVERSÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO;SIM;SIM;SIM;NÃO;NORMALIDADE;DEPENDENDO DA FOFOCA, DESCONFORTO.;TENTO BUSCAR A VERDADE, NÃO ACEITO DE PRIMEIRA. ;SIM, INTERNET;"SIM, ""ALFINETADA"""
11/9/2019 22:29:49;030;21;FEMININO;NITERÓI - RJ;ENSINO MÉDIO;ESTUDANTE;NEUTRA/NORMAL;RUIM;O ATO DE REPASSAR UMA INFORMAÇÃO RECEBIDA OU PERCEBIDA PARA TERCEIROS NÃO ENVOLVIDOS NO FATO.;NÃO SEI;POUCO;UMA PESSOA QUE SEMPRE FALA PARA OS OUTROS SOBRE FATOS QUE OCORREM COM OUTRAS PESSOAS OU QUE ESSAS OUTRAS PESSOAS A CONTARAM.;NÃO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, NOTÍCIAS VARIADAS;NOTÍCIAS EM GERAL, HISTÓRIAS INUSITADAS.;SIM, INFORMAÇÕES SOBRE SITUAÇÕES NAS QUAIS EU POSSO ME ENCONTRAR E NOTÍCIAS.;NÃO;A VIDA ÍNTIMA DAS PESSOAS, ENTENDE-SE:  TUDO AQUILO QUE A PESSOA NÃO QUER QUE TODOS FIQUEM SABENDO OU QUE DETERMINADA PESSOA SAIBA. E NOTÍCIAS MENTIROSAS.;TRABALHO/FACULDADE.;CURIOSIDADE, AMIZADE, NOVIDADE, INFORMAÇÃO;SIM;SIM;NÃO;NÃO;NADA;DEPENDE, SE FOR UM ASSUNTO QUE PODE PREJUDICAR ALGUÉM OU QUE PODE NEM SER VERDADEIRO PREFIRO NÃO OUVIR.;CONTO PARA A PESSOA O ASSUNTO QUE ESTÃO FALANDO SOBRE ELA PARA QUE ELA POSSA DIZXZER SE É VERDADE OU NÃO E TOMAR PROVIDÊNCIAS CASO SEJA ALGO PREJUDICIAL. ;SIM, INTERNET;"SIM, ""BUXIXO"" PARA FOFOCA. "
11/9/2019 22:34:39;031;20;MASCULINO;NOVA FRIBURGO - RJ;ENSINO MÉDIO;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;FALAR SOBRE ACONTECIMENTOS/FATOS SOBRE TERCEIROS.;NÃO SEI;MEDIANAMENTE;AQUELE QUE GOSTA E/OU BASEIA SEU CONVÍVIO SOCIAL NO FALAR DA PESSOA ALHEIA.;SIM;NORMAL;DEPENDE DA SITUAÇÃO;ADOLESCENTES, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, BOATOS;ACONTECIMENTOS INUSITADOS.;ACREDITO QUE NÃO.;ESQUEÇO DE TODOS, NORMALMENTE.;JULGAMENTOS SOBRE ASSUNTOS SÉRIOS NÃO SÃO ASSUNTO. TODA FALA DE PESSOA ALHEIA É FOFOCA. ;NO TRABALHO OU NAS ESCOLAS.;BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, SUSSURRO, MALDIÇÃO, CONSPIRAÇÃO, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, TAGARELA, BASTIDORES, NOVIDADE, DIVERSÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, ZOAÇÃO, COXIXO;NÃO;SIM;SIM;SIM;NADA;NADA;NÃO COMENTO NADA.;SIM, FALA PRESENCIAL;NÃO
11/9/2019 22:39:50;032;19;FEMININO;NOVA FRIBURGO/NITERÓI - RJ;ENSINO MÉDIO;ESTUDANTE;RUIM/NEGATIVA;RUIM;FALAR SOBRE TERCEIROS E/OU SITUAÇÕES QUE OCORRERAM COM OUTRAS PESSOAS SEM QUE HAJA PROVAS OU NECESSIDADE DE CONFERIR A VERACIDADE DO QUE FOI DITO.;NÃO SEI;MUITO;ALGUÉM QUE REPASSA MUITA INFORMAÇÃO SEM AVERIGUAR AS FONTES;SIM;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;OS MAIS ABSURDOS.;SIM, COM OS ERROS DOS OUTROS. ;CONHEÇO MAS NÃO QUERO CONTAR. ;QUANDO AS PARTES QUE PARTICIPARAM DA FOFOCA ESTÃO CIENTES, A INFORMAÇÃO É AVERIGUADA E A EXPLANAÇÃO AUTORIZADA.;ATRAVÉS DAS REDES SOCIAIS.;MENTIRA, BOATO, IMPLICÂNCIA, SEGREDO, INTIMIDADE, CURIOSIDADE, SUSSURRO, AMIZADE, INIMIZADE, ESCONDIDO, TAGARELA, NOVIDADE, INFORMAÇÃO, FAKE NEWS, FUXICO, CONVERSA;SIM;SIM;NÃO;NÃO;ANSIEDADE;CURIOSIDADE;TENTO AJUDAR A PESSOA (DESMENTINDO OU DANDO CONSELHOS A ELA).;SIM, INTERNET;NÃO
11/9/2019 22:45:46;033;27;FEMININO;SÃO GONÇALO - RJ;ENSINO MÉDIO;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;FOFOCA É UMA NOVIDADE, NORMALMENTE DO SEU INTERESSE.;NÃO;MEDIANAMENTE;"É UMA PESSOA QUE GOSTA DE INTERAGIR COM OS OUTROS ATRAVÉS DA CONVERSA ""FIADA"". ";NÃO;NORMAL;MULHERES;IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS;VIDA DOS ARTISTAS QUE GOSTO.;SIM. APRENDI QUE ÀS VEZES DEVEMOS NOS EXPOR MENOS. ;SIM, MAS NÃO POSSO CONTAR. POIS, NÃO SOU FOFOQUEIRA. RS;QUANDO TENTAMOS DENEGRIR A IMAGEM DA PESSOA CONTANDO MENTIRAS. ;AS PESSOAS FOFOCAM MAIS PELAS REDES SOCIAIS OU POR LIGAÇÕES TELEFÔNICAS. ;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, SEGREDO, IRONIA, INTIMIDADE, CURIOSIDADE, CUMPLICIDADE, AMIZADE, CENSURA, MALÍCIA, NOVIDADE, FAKE NEWS, FUXICO, CONVERSA, ZOAÇÃO;SIM;SIM;NÃO;NÃO;DEPENDE. NORMALMENTE SINTO ALÍVIO.;SINTO MUITAS COISAS, DEPENDE DO TIPO DE FOFOFCA. ;"DEPENDENDO DO ASSUNTO, PROCURO TER EMPATIA E ENTENDER A ""SITUAÇÃO"" EM QUESTÃO ";INTERNET;"SIM, ""BABADO"", ""BAFÃO"""
11/9/2019 22:51:40;034;23;FEMININO;NITERÓI - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;É O ATO DE FALAR SOBRE ALGO OU ALGUÉM PARA UM TERCEIRO OU UM GRUPO.;SIM;MEDIANAMENTE;A PESSOA QUE TRANSFERE UMA INFORMAÇÃO BOA OU RUIM PARA OUTRAS PESSOAS. ;NÃO;RUIM;MULHERES;ADOLESCENTES;NÃO;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, NOTÍCIAS VARIADAS;ALGO ENGRAÇADO QUE ACONTECEU COM UMA PESSOA, OU INFORMAÇÕES SOBRE A VIDA/RELACIONAMENTO DE PARENTES E AMIGOS.;SIM. ALGUMAS HISTÓRIAS POSSUEM INFORMAÇÕES QUE NOS ALERTAM. TOMAR CUIDADO COM ALGO OU ALGUÉM. ;CASOS EM QUE O NAMORADO NÃO FOI FIEL. CASOS EM QUE ALGUÉM MENTIU OU OMITIU ALGO.;O QUE ENVOLVE TRAGÉDIA.;LOCAIS DE DESCONTRAÇÃO.;MENTIRA, BOATO, SEGREDO, CONFUSÃO, TRAIÇÃO, CURIOSIDADE, AMIZADE, COMPETIÇÃO, ESCONDIDO, MALÍCIA, NOVIDADE, FAKE NEWS, FUXICO, ZOAÇÃO, COXIXO;SIM;SIM;NÃO;NÃO;DEPENDE DO ASSUNTO DA FOFOCA. ALEGRIA OU TRISTEZA.;DEPENDE DO ASSUNTO DA FOFOCA. ALEGRIA OU TRISTEZA.;CONVERSO SOBRE A SITUAÇÃO COM O AMIGO/PARENTE.;SIM, INTERNET;NÃO
11/9/2019 23:03:25;035;41;MASCULINO;NITERÓI - RJ;ENSINO SUPERIOR;PESQUISADOR , PRODUTOR DE EVENTOS;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;UM FATO OU SEMI-FATO QUE MOTIVA UM(UNS) INTERESSADO(S) A GARANTIR SUA APURAÇÃO. ACRESCENTO A ISSO AFETOS SENSÍVEIS E NÃO COMO UMA INVESTIGAÇÃO. ;NÃO;POUCO;O TERMO FOFOQUEIRO IMPLICA QUE ALGUÉM JÁ SERÁ LEVIANO, POSSÍVEL CALUNIADOR, PORÉM UM COMENTÁRIO PODE VIRAR ALGO BOM POR CAUSA DO CONTEXTO.;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS, IDOSOS;SIM;SIM;ASSUNTOS DE TRABALHO, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS, MENTIRAS;POLÍTICOS;SIM, BOATOS DE AÇÕES/ATITUDES DE PESSOAS QUE ESTÃO PERTO DE ALGUÉM EM REFERÊNCIA.;O REITOR CONTRATA PESSOAS DO MESMO CÍRCULO SOCIAL/BAIRRO. ;DOGMAS, FATOS COMPROVADOS ;AMBIENTES NÃO VIGIADOS OU QUE DÃO SEGURANÇA DE SIGILO.;MENTIRA, BOATO, INVEJA, INTIMIDADE, MALDIÇÃO, CONSPIRAÇÃO, DETRAÇÃO, CUMPLICIDADE, CONTROLE, MALÍCIA, FUXICO, ZOAÇÃO, PECADO, COXIXO;SIM;SIM;SIM;NÃO;ATRAVESSANDO O RESPEITO, PORÉM É NECESSÁRIO EM CONTEXTOS.;CAUTELA NECESSÁRIA (TENSÃO);TRISTEZA/CURIOSIDADE;SIM, FALA PRESENCIAL, INTERNET;SIM, MEXERIQUEIRA(O), LÍNGUA GRANDE.
11/9/2019 23:07:28;036;23;FEMININO;ITABORAÍ - RJ;PÓS-GRADUAÇÃO - MESTRADO;ESTUDANTE;RUIM/NEGATIVA;RUIM;UM BOATO SOBRE ALGO/ALGUÉM.;NÃO SEI;POUCO;AQUELE QUE SE INTROMETE NA VIDA ALHEIA.;NÃO;RUIM;MULHERES;ADULTOS, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;NENHUM;NÃO FALAR DA VIDA ALHEIA.;NÃO;SUA (NOSSA) PRÓPRIA VIDA;NÃO SEI RESPONDER;MENTIRA, BOATO, INVEJA, DISCRIÇÃO, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, INTIMIDADE, COMPADRIO, TRAIÇÃO, CURIOSIDADE, SUSSURRO, MALDIÇÃO, CONSPIRAÇÃO, DETRAÇÃO, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, CENSURA, TAGARELA, MALÍCIA, BASTIDORES, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, OCULTAÇÃO, PECADO, COXIXO;NÃO;SIM;SIM;NÃO;ME SINTO MAL.;NÃO SUPORTO.;FICO TRISTE.;SIM, INTERNET;SIM, MEXERIQUEIRO
11/9/2019 23:28:39;037;22;FEMININO;NITERÓI - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;"COMENTÁRIO ACERCA DE UMA SITUAÇÃO, PODE SER UM COMENTÁRIO, FEITO À TERCEIROS, SOBRE ASPECTOS POSITIVOS (""RELATO""), NEGATIVOS (""SHADE""; INDIRETA; DEBOCHE) OU UM COMENTÁRIO MENTIROSO, MAIS PRÓXIMO DE ""FAKE NEWS"" , NOTÍCIA FALSA.";NÃO;MEDIANAMENTE;ALGUÉM RECONHECIDAMENTE NÃO-CRITERIOSO ACERCA DOS COMENTÁRIOS QUE PRONUNCIA E/OU ALGUÉM MENTIROSO SOBRE SITUAÇÕES QUE NÃO OCORRERAM (VISÃO + POPULAR).;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS, MENTIRAS;ATITUDE MORALMENTE QUESTIONÁVEIS, TEORIAS DA CONSPIRAÇÕES INTERNACIONAIS, FAMOSOS E SUAS EMPREITADAS.;"O QUE VOCÊ DIZ PARA OS OUTROS DIZ MAIS SOBRE VOCÊ DO QUE O QUE VOCÊ COMUNICOU. ""FALE MAIS DE DEUS, MENOS DE VOCÊ PARA OS OUTROS"".";"EXISTE/CIRCULA UM ""CAUSO"" SOBRE DOIS PROFESSORES DA FACULDADE DE DIREITO(UFF) QUE TERIAM SIDO CASADOS, QUE TÊM AMPLA FORMAÇÃO ACADÊMICA E TERIAM DISCUTIDO EM FRANCÊS EM UMA REUNIÃO DE DEPARTAMENTO. ";ASSUNTOS AMOROSOS. DIZEM: O QUE O OUTRO NÃO PUDER MUDAR/LIMPAR EM CINCO MINUTOS (CASOS DE LIMPEZA/ROUPA) NÃO DEVE SER COMENTADO PARA NÃO CONSTRANGER.;"AMBIENTE DE TRABALHO/ESTÁGIO; INTERNET (TWITTER, PREDOMINANTEMENTE).";MENTIRA, BOATO, INVEJA, CONFUSÃO, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, DETRAÇÃO, CUMPLICIDADE, CONTROLE, ESCONDIDO, BASTIDORES, INSINUAÇÃO, NOVIDADE, INFORMAÇÃO, FUXICO, ZOAÇÃO, COXIXO;SIM;SIM;SIM;NÃO;SINTO QUE PRECISO SER CAUTELOSA.;SINTO QUE PRECISO SER CRITERIOSA.;"OUÇO E PONDERO OS CRITÉRIOS EMOCIONAIS E RACIONAIS SOBRE O ""CAUSO"".";SIM, INTERNET;"NÃO, ""SHADE"" ""CHISTE"", ""RUMOR"", ""THE TEA"""
